ejecucion,generacion,mejor,promedio,peor
2,83,0.582815,0.498562,0.163936
2,84,0.582815,0.081155,-2.759816
2,85,0.582815,0.406240,-1.076509
2,86,0.582815,0.318544,-1.454803
2,87,0.582815,0.295976,-2.025898
2,88,0.582815,0.345853,-3.348323
2,89,0.587130,0.377907,-2.570266
2,90,0.587130,0.396703,-4.517309
2,91,0.590511,0.486274,-0.280739
2,92,0.590511,0.491237,0.274404
2,93,0.590511,0.493721,0.162762
2,94,0.590511,0.485358,0.181179
2,95,0.590511,0.486294,-0.054941
2,96,0.590511,0.517860,0.376228
2,97,0.590511,0.501019,0.276423
2,98,0.590511,0.478148,0.225289
2,99,0.590511,0.454935,-0.038660
2,100,0.591720,0.460259,-0.303819
2,101,0.591720,0.485912,0.003968
2,102,0.591720,0.473518,0.048101
2,103,0.591720,0.494562,0.253833
2,104,0.591720,0.511096,0.373197
2,105,0.591720,0.481361,-0.058953
2,106,0.591720,0.501088,0.187656
2,107,0.591720,0.474140,0.215550
2,108,0.591720,0.463692,0.021604
2,109,0.591720,0.473518,0.068447
2,110,0.596816,0.499636,0.219286
2,111,0.596816,0.494079,0.280947
2,112,0.596816,0.469665,-0.026689
2,113,0.596816,0.445456,-0.080209
2,114,0.596816,0.487544,0.006013
2,115,0.596816,0.490746,-0.127724
2,116,0.596816,0.500430,0.293079
2,117,0.597337,0.497634,0.071372
2,118,0.597337,0.479549,0.215815
2,119,0.597337,0.494875,0.216212
2,120,0.597337,0.486951,0.009150
2,121,0.597337,0.443750,-0.035313
2,122,0.597337,0.465474,0.104125
2,123,0.597337,0.466580,0.174402
2,124,0.597337,0.476004,0.078754
2,125,0.597337,0.483676,0.104593
2,126,0.597337,0.505021,0.180244
2,127,0.597337,0.500499,0.276408
2,128,0.597337,0.470260,0.061484
2,129,0.597337,0.486163,0.229064
2,130,0.597337,0.487700,0.010951
2,131,0.597337,0.493587,0.086837
2,132,0.599204,0.520902,0.330973
2,133,0.599204,0.487651,0.146520
2,134,0.599204,0.510843,0.137134
2,135,0.599204,0.529164,0.309975
2,136,0.599204,0.531282,0.347833
2,137,0.599204,0.511560,0.279616
2,138,0.599204,0.489066,0.153579
2,139,0.599204,0.489816,0.032461
2,140,0.599204,0.508163,0.136750
2,141,0.599204,0.525302,0.345948
2,142,0.599204,0.501757,0.051666
2,143,0.599204,0.522692,0.397415
2,144,0.599204,0.504113,0.254847
2,145,0.599204,0.503826,0.267729
2,146,0.599204,0.484010,0.131814
2,147,0.599204,0.456956,0.091984
2,148,0.599204,0.486797,0.210945
2,149,0.599204,0.527817,0.321764
2,150,0.599204,0.518569,0.356713
2,151,0.599204,0.490722,0.105328
2,152,0.599204,0.510973,0.160154
2,153,0.599204,0.524707,0.348160
2,154,0.599204,0.505398,0.134495
2,155,0.599204,0.497424,0.078474
2,156,0.599204,0.508777,0.242564
2,157,0.599204,0.519957,0.343610
2,158,0.605368,0.496238,0.044195
2,159,0.605368,0.510117,0.189397
2,160,0.605368,0.513497,0.261583
2,161,0.605368,0.511784,0.199545
2,162,0.605368,0.509594,-0.000292
2,163,0.605368,0.522010,0.287226
2,164,0.605368,0.529891,0.296663
2,165,0.605368,0.545149,0.418381
2,166,0.605368,0.536075,0.305330
2,167,0.608267,0.546971,0.352135
2,168,0.608267,0.533574,0.337494
2,169,0.608267,0.531178,0.336737
2,170,0.620454,0.546944,0.403851
2,171,0.620454,0.537265,0.162547
2,172,0.620454,0.526236,0.282126
2,173,0.620454,0.505058,0.053280
2,174,0.620951,0.535101,0.309111
2,175,0.624547,0.536153,0.340709
2,176,0.624547,0.557443,0.278634
2,177,0.624547,0.553464,0.383723
2,178,0.624547,0.544865,0.233902
2,179,0.624547,0.563975,0.327340
2,180,0.624547,0.546478,0.280813
2,181,0.625840,0.547149,0.331265
2,182,0.625840,0.565564,0.379717
2,183,0.630260,0.579022,0.419437
2,184,0.630260,0.576611,0.431855
2,185,0.630260,0.576589,0.424891
2,186,0.630260,0.576313,0.449917
2,187,0.630260,0.583606,0.393906
2,188,0.630260,0.580266,0.454994
2,189,0.635566,0.588599,0.425288
2,190,0.635566,0.590174,0.446608
2,191,0.635566,0.584861,0.426797
2,192,0.635566,0.583311,0.417698
2,193,0.635566,0.578660,0.441349
2,194,0.635566,0.589054,0.391342
2,195,0.635566,0.587230,0.429507
2,196,0.635833,0.591564,0.472512
2,197,0.640658,0.587382,0.487439
2,198,0.645698,0.588888,0.495885
2,199,0.645698,0.566670,0.312702
2,200,0.645698,0.579984,0.418540
3,1,0.661658,-3.908926,-10.897357
3,2,0.663181,-4.495868,-21.179175
3,3,0.663181,-3.407630,-20.652820
3,4,0.663181,-3.602279,-13.834362
3,5,0.663181,-2.228387,-11.470086
3,6,0.663181,-1.507323,-8.027907
3,7,0.663181,-0.966832,-5.342056
3,8,0.663181,-0.711635,-5.355770
3,9,0.665831,-0.638458,-4.877114
3,10,0.665831,-0.547963,-4.168483
3,11,0.665831,-0.289131,-4.026873
3,12,0.665831,-0.117213,-2.498676
3,13,0.665831,-0.013966,-3.374438
3,14,0.665831,0.358968,-1.004102
3,15,0.665831,0.504353,-0.405086
3,16,0.665831,0.551272,0.139796
3,17,0.665831,0.566010,0.017641
3,18,0.669324,0.616257,0.345886
3,19,0.669324,0.628739,0.444517
3,20,0.670442,0.630425,0.513579
3,21,0.670442,0.627104,0.517304
3,22,0.670442,0.631466,0.473523
3,23,0.670442,0.624966,0.481972
3,24,0.670442,0.629969,0.403374
3,25,0.670442,0.638312,0.515727
3,26,0.670442,0.632797,0.530024
3,27,0.670442,0.630950,0.550028
3,28,0.670442,0.629952,0.509557
3,29,0.670450,0.623859,0.420047
3,30,0.670450,0.632565,0.441258
3,31,0.670450,0.643232,0.505939
3,32,0.670450,0.641959,0.533941
3,33,0.670450,0.636269,0.433761
3,34,0.670450,0.636655,0.530834
3,35,0.672683,0.639606,0.548899
3,36,0.672683,0.639785,0.536633
3,37,0.672683,0.645788,0.554837
3,38,0.672683,0.652176,0.598807
3,39,0.672683,0.637530,0.482400
3,40,0.672683,0.636570,0.520782
3,41,0.672683,0.647833,0.536634
3,42,0.672683,0.653175,0.538244
3,43,0.672683,0.654578,0.561583
3,44,0.673090,0.649032,0.563301
3,45,0.673090,0.654458,0.596168
3,46,0.673090,0.655124,0.520346
3,47,0.673090,0.652374,0.524905
3,48,0.673090,0.656197,0.559037
3,49,0.673090,0.654113,0.535691
3,50,0.673090,0.654185,0.577844
3,51,0.673090,0.649211,0.385998
3,52,0.673090,0.648700,0.524689
3,53,0.673090,0.657377,0.611914
3,54,0.673090,0.653568,0.563924
3,55,0.673090,0.652459,0.576716
3,56,0.673090,0.646789,0.479512
3,57,0.673565,0.660257,0.584672
3,58,0.673565,0.662050,0.609843
3,59,0.677836,0.645722,0.482095
3,60,0.677836,0.647885,0.525425
3,61,0.677836,0.650239,0.499222
3,62,0.677836,0.640165,0.472949
3,63,0.677836,0.640125,0.499345
3,64,0.677836,0.634894,0.532398
3,65,0.677836,0.637133,0.530403
3,66,0.677836,0.641429,0.472666
3,67,0.677836,0.649725,0.582642
3,68,0.677836,0.644621,0.460035
3,69,0.677997,0.651555,0.558573
3,70,0.677997,0.645627,0.572416
3,71,0.677997,0.652551,0.563747
3,72,0.677997,0.655082,0.592410
3,73,0.677997,0.654786,0.554109
3,74,0.677997,0.651663,0.544066
3,75,0.677997,0.662938,0.612122
3,76,0.678013,0.654849,0.586103
3,77,0.678013,0.648403,0.523437
3,78,0.678013,0.649377,0.523842
3,79,0.678013,0.656099,0.587271
3,80,0.678013,0.644983,0.546766
3,81,0.678013,0.644057,0.448560
3,82,0.678013,0.655382,0.597304
3,83,0.678013,0.653173,0.538618
3,84,0.678013,0.639039,0.466586
3,85,0.678013,0.647566,0.472929
3,86,0.678334,0.656324,0.569393
3,87,0.678334,0.649287,0.580409
3,88,0.678334,0.649556,0.481863
3,89,0.678400,0.650071,0.500184
3,90,0.678400,0.651413,0.538136
3,91,0.678723,0.657700,0.583667
3,92,0.678723,0.657324,0.590007
3,93,0.678731,0.657341,0.579479
3,94,0.678731,0.655016,0.555954
3,95,0.678731,0.663121,0.605364
3,96,0.678731,0.655021,0.561943
3,97,0.678731,0.659602,0.593646
3,98,0.678731,0.658545,0.569570
3,99,0.681650,0.660608,0.570703
3,100,0.681650,0.656628,0.502585
3,101,0.681650,0.652469,0.489341
3,102,0.681650,0.655679,0.477427
3,103,0.681650,0.649494,0.521613
3,104,0.682027,0.647774,0.547373
3,105,0.682747,0.646043,0.424200
3,106,0.682747,0.646865,0.497135
3,107,0.682747,0.653665,0.554103
3,108,0.682747,0.651788,0.541390
3,109,0.682747,0.639355,0.504911
3,110,0.682747,0.643265,0.526856
3,111,0.682747,0.653135,0.521563
3,112,0.682747,0.643205,0.477259
3,113,0.682747,0.644867,0.440534
3,114,0.682747,0.656078,0.489212
3,115,0.682747,0.655241,0.552353
3,116,0.682747,0.652319,0.515656
3,117,0.682747,0.657855,0.521454
3,118,0.682747,0.655356,0.486223
3,119,0.682747,0.663320,0.597778
3,120,0.682747,0.659434,0.465532
3,121,0.682747,0.650045,0.465462
3,122,0.682747,0.645301,0.457535
3,123,0.682789,0.646286,0.506573
3,124,0.683383,0.645528,0.475846
3,125,0.683383,0.635475,0.405480
3,126,0.683383,0.637291,0.461991
3,127,0.683383,0.628703,0.370722
3,128,0.683383,0.641938,0.477488
3,129,0.683383,0.643619,0.469342
3,130,0.683383,0.643733,0.486139
3,131,0.683442,0.650208,0.563356
3,132,0.683442,0.647516,0.501760
3,133,0.683442,0.651470,0.558144
3,134,0.683442,0.645652,0.123472
3,135,0.683442,0.652175,0.479772
3,136,0.683442,0.642573,0.388645
3,137,0.683442,0.654165,0.509163
3,138,0.683442,0.642877,0.507335
3,139,0.683442,0.655418,0.541370
3,140,0.683442,0.665028,0.601727
3,141,0.683442,0.652816,0.506674
3,142,0.683442,0.654408,0.488529
3,143,0.683442,0.648735,0.432695
3,144,0.683442,0.653937,0.557988
3,145,0.683442,0.649535,0.405255
3,146,0.685776,0.645871,0.476506
3,147,0.685776,0.655095,0.585507
3,148,0.685776,0.642164,0.514955
3,149,0.685776,0.646759,0.496411
3,150,0.685776,0.659078,0.578552
3,151,0.685776,0.653581,0.523909
3,152,0.685776,0.658603,0.540196
3,153,0.685776,0.652876,0.535028
3,154,0.685776,0.653290,0.469699
3,155,0.685776,0.647037,0.470801
3,156,0.685776,0.638527,0.491254
3,157,0.685776,0.653402,0.519117
3,158,0.685776,0.652334,0.556311
3,159,0.685776,0.660332,0.558820
3,160,0.685776,0.657898,0.582744
3,161,0.685776,0.665727,0.577016
3,162,0.685776,0.661921,0.550173
3,163,0.685776,0.658715,0.520176
3,164,0.685776,0.655573,0.482574
3,165,0.685776,0.659194,0.551706
3,166,0.685790,0.672202,0.638257
3,167,0.685790,0.662004,0.539936
3,168,0.685790,0.670475,0.619152
3,169,0.685790,0.668056,0.604369
3,170,0.685790,0.664311,0.589302
3,171,0.685790,0.660879,0.469659
3,172,0.685790,0.668531,0.620283
3,173,0.685790,0.667010,0.582942
3,174,0.685790,0.665131,0.514274
3,175,0.685790,0.652436,0.522479
3,176,0.685790,0.656407,0.543860
3,177,0.685790,0.663853,0.570546
3,178,0.685790,0.659755,0.584608
3,179,0.685790,0.656334,0.519811
3,180,0.685790,0.663465,0.574515
3,181,0.685790,0.668286,0.609307
3,182,0.685790,0.667529,0.615794
3,183,0.685790,0.662297,0.563893
3,184,0.685790,0.665738,0.575323
3,185,0.685790,0.662041,0.570362
3,186,0.685790,0.669297,0.589445
3,187,0.685790,0.672265,0.637443
3,188,0.685790,0.670614,0.613545
3,189,0.685790,0.666055,0.449210
3,190,0.685790,0.669939,0.566746
3,191,0.685857,0.664941,0.603778
3,192,0.685858,0.663133,0.580973
3,193,0.685858,0.656933,0.487943
3,194,0.685858,0.670886,0.610872
3,195,0.686095,0.666786,0.584734
3,196,0.686095,0.668847,0.617406
3,197,0.686095,0.669670,0.631160
3,198,0.686095,0.673767,0.616526
3,199,0.686095,0.667941,0.573604
3,200,0.686095,0.668562,0.582242
4,1,0.602071,-2.926717,-10.975295
4,2,0.602071,-3.490921,-17.483827
4,3,0.602071,-4.703023,-26.476816
4,4,0.602071,-3.070372,-10.915373
4,5,0.602071,-2.460165,-15.111653
4,6,0.604692,-1.731651,-12.876138
4,7,0.604692,-1.651838,-9.966128
4,8,0.604692,-1.120230,-9.304090
4,9,0.604692,-0.767523,-4.187314
4,10,0.604865,-0.348593,-3.398306
4,11,0.604865,-0.146119,-3.222177
4,12,0.604865,-0.079570,-3.164908
4,13,0.610414,0.089466,-3.785544
4,14,0.610414,0.279218,-1.055961
4,15,0.610414,0.425162,-0.276775
4,16,0.610414,0.473181,0.041726
4,17,0.610414,0.411847,-1.220047
4,18,0.610414,0.475620,0.030783
4,19,0.610414,0.527976,0.257236
4,20,0.610953,0.542735,0.292290
4,21,0.611038,0.553754,0.343520
4,22,0.614718,0.554615,0.311716
4,23,0.619543,0.564040,0.437660
4,24,0.619543,0.556065,0.252938
4,25,0.619543,0.549539,0.393849
4,26,0.619557,0.536971,0.143909
4,27,0.619557,0.563970,0.388561
4,28,0.619557,0.550805,0.296544
4,29,0.619557,0.545153,0.299239
4,30,0.621488,0.555912,0.337629
4,31,0.621488,0.533739,0.234809
4,32,0.621488,0.555184,0.294721
4,33,0.621511,0.568748,0.336540
4,34,0.624594,0.577841,0.305046
4,35,0.624594,0.576437,0.445794
4,36,0.631932,0.572670,0.389187
4,37,0.631932,0.580499,0.378379
4,38,0.631932,0.578335,0.357222
4,39,0.632908,0.585173,0.382069
4,40,0.632908,0.571412,0.409761
4,41,0.632908,0.575601,0.380934
4,42,0.632908,0.560628,0.342745
4,43,0.645102,0.578997,0.433686
4,44,0.645102,0.568804,0.177118
4,45,0.645102,0.558955,0.170816
4,46,0.645102,0.564086,0.360722
4,47,0.647356,0.575212,0.383713
4,48,0.647356,0.538156,0.163179
4,49,0.647356,0.561797,0.351177
4,50,0.647356,0.575237,0.294996
4,51,0.647356,0.586183,0.312718
4,52,0.647356,0.595129,0.446238
4,53,0.647356,0.585330,0.309758
4,54,0.648187,0.574087,0.382236
4,55,0.649276,0.585361,0.387165
4,56,0.649276,0.570485,0.301883
4,57,0.649276,0.585669,0.438455
4,58,0.649276,0.587083,0.393504
4,59,0.649276,0.568221,0.335411
4,60,0.649276,0.582701,0.411108
4,61,0.649276,0.599504,0.315677
4,62,0.652722,0.597946,0.419845
4,63,0.652722,0.588212,0.354179
4,64,0.658408,0.597308,0.427744
4,65,0.658408,0.593882,0.343969
4,66,0.658977,0.597757,0.364081
4,67,0.658977,0.595007,0.444903
4,68,0.658977,0.604216,0.444524
4,69,0.660021,0.590052,0.370928
4,70,0.661282,0.591566,0.377415
4,71,0.661282,0.578316,0.323277
4,72,0.661282,0.584005,0.375093
4,73,0.665945,0.615671,0.486162
4,74,0.665945,0.606081,0.408366
4,75,0.665945,0.617428,0.445907
4,76,0.665945,0.606484,0.450313
4,77,0.665945,0.599904,0.443322
4,78,0.665945,0.606812,0.433351
4,79,0.665945,0.596866,0.412650
4,80,0.671600,0.615022,0.432883
4,81,0.671600,0.617566,0.511568
4,82,0.671600,0.618778,0.450331
4,83,0.671600,0.634871,0.550108
4,84,0.671880,0.641006,0.501346
4,85,0.671880,0.639091,0.512329
4,86,0.674457,0.632079,0.519131
4,87,0.674457,0.633528,0.530385
4,88,0.674457,0.622598,0.396640
4,89,0.674457,0.631495,0.432764
4,90,0.674457,0.638948,0.548271
4,91,0.675194,0.638943,0.505751
4,92,0.675194,0.633131,0.500310
4,93,0.677389,0.636429,0.412181
4,94,0.677389,0.633198,0.482784
4,95,0.677389,0.649466,0.525146
4,96,0.677389,0.645659,0.551656
4,97,0.677389,0.641483,0.543161
4,98,0.677555,0.639642,0.508148
4,99,0.679134,0.636000,0.513239
4,100,0.679134,0.639535,0.445511
4,101,0.679134,0.627678,0.476697
4,102,0.679134,0.619153,0.368266
4,103,0.679134,0.637387,0.438333
4,104,0.679134,0.624559,0.472515
4,105,0.679649,0.645051,0.570861
4,106,0.679649,0.633365,0.504565
4,107,0.679649,0.627910,0.438483
4,108,0.679649,0.613737,0.284572
4,109,0.679649,0.636823,0.517697
4,110,0.679649,0.649942,0.564591
4,111,0.680004,0.647493,0.517693
4,112,0.680500,0.655114,0.523606
4,113,0.680500,0.656320,0.589519
