ejecucion,generacion,mejor,promedio,peor
2,92,0.658513,0.566191,0.145073
2,93,0.658513,0.562838,0.051443
2,94,0.658513,0.580044,0.266762
2,95,0.658513,0.570586,0.270886
2,96,0.658513,0.581434,0.316000
2,97,0.658513,0.584803,0.331566
2,98,0.658513,0.586116,0.356624
2,99,0.658513,0.595946,0.258298
2,100,0.658513,0.562545,0.155942
2,101,0.658513,0.571490,-0.042377
2,102,0.658513,0.599782,0.433918
2,103,0.658513,0.579614,0.174960
2,104,0.658513,0.570136,0.222313
2,105,0.658513,0.572115,0.132827
2,106,0.658513,0.605310,0.313909
2,107,0.658513,0.570038,-0.072965
2,108,0.658513,0.610190,0.514206
2,109,0.658513,0.574548,0.012796
2,110,0.658513,0.576533,0.119757
2,111,0.658513,0.581270,0.160812
2,112,0.658513,0.599222,0.375411
2,113,0.658513,0.589582,0.238420
2,114,0.658513,0.603667,0.239555
2,115,0.658513,0.594836,0.227745
2,116,0.658513,0.611433,0.237238
2,117,0.658513,0.587722,0.314864
2,118,0.658513,0.610000,0.357622
2,119,0.658513,0.617038,0.275638
2,120,0.658513,0.608808,0.301971
2,121,0.658513,0.593542,0.217928
2,122,0.658513,0.613229,0.230067
2,123,0.658513,0.613574,0.310831
2,124,0.658513,0.613737,0.233320
2,125,0.658513,0.625779,0.416678
2,126,0.658513,0.612566,0.319020
2,127,0.658513,0.608308,0.302461
2,128,0.658513,0.604855,0.118103
2,129,0.658513,0.619323,0.397377
2,130,0.658513,0.609403,0.300580
2,131,0.658513,0.610985,0.301251
2,132,0.658513,0.607734,0.133932
2,133,0.658513,0.620645,0.393855
2,134,0.658513,0.612343,0.195398
2,135,0.658513,0.618857,0.333540
2,136,0.658513,0.618330,0.234583
2,137,0.658513,0.618977,0.245055
2,138,0.658513,0.627230,0.351084
2,139,0.658513,0.625317,0.431809
2,140,0.658513,0.626180,0.379046
2,141,0.658513,0.626021,0.374793
2,142,0.658513,0.615089,0.391810
2,143,0.658513,0.622938,0.461540
2,144,0.658513,0.621232,0.284401
2,145,0.659450,0.621994,0.225029
2,146,0.659450,0.622998,0.282503
2,147,0.659715,0.643162,0.617978
2,148,0.659715,0.643996,0.608674
2,149,0.659818,0.647114,0.632131
2,150,0.659818,0.643978,0.600657
2,151,0.659818,0.644205,0.611955
2,152,0.659818,0.645996,0.613819
2,153,0.659818,0.647402,0.620163
2,154,0.662513,0.645495,0.599029
2,155,0.662513,0.647289,0.618560
2,156,0.662513,0.645959,0.611791
2,157,0.662513,0.647558,0.602569
2,158,0.662513,0.645279,0.613068
2,159,0.662513,0.644077,0.596667
2,160,0.664972,0.650071,0.607739
2,161,0.664972,0.652178,0.629849
2,162,0.665324,0.649959,0.600568
2,163,0.666817,0.651281,0.618263
2,164,0.667354,0.650211,0.598954
2,165,0.671096,0.652898,0.614106
2,166,0.671096,0.654817,0.591233
2,167,0.671096,0.657799,0.627844
2,168,0.671864,0.654518,0.620898
2,169,0.671864,0.654231,0.593205
2,170,0.671864,0.653644,0.589389
2,171,0.671864,0.654827,0.600059
2,172,0.671864,0.654676,0.614503
2,173,0.673792,0.658041,0.634885
2,174,0.673792,0.653374,0.616170
2,175,0.673792,0.648296,0.575390
2,176,0.673792,0.654304,0.582572
2,177,0.674434,0.659949,0.627279
2,178,0.676923,0.662505,0.622989
2,179,0.676923,0.663537,0.630057
2,180,0.676923,0.665279,0.629352
2,181,0.676923,0.665769,0.639148
2,182,0.676923,0.666202,0.641377
2,183,0.677142,0.668511,0.646901
2,184,0.677142,0.670508,0.659066
2,185,0.677142,0.670580,0.656727
2,186,0.677142,0.670028,0.650594
2,187,0.677142,0.669338,0.645095
2,188,0.678244,0.672044,0.654913
2,189,0.678266,0.671434,0.655673
2,190,0.678266,0.674063,0.662877
2,191,0.678967,0.673445,0.643137
2,192,0.679409,0.673921,0.656966
2,193,0.679587,0.672225,0.635431
2,194,0.680032,0.671761,0.636156
2,195,0.680689,0.675630,0.657052
2,196,0.680689,0.676826,0.665899
2,197,0.681026,0.676925,0.662481
2,198,0.681752,0.676917,0.660610
2,199,0.682004,0.676711,0.654016
2,200,0.682177,0.676581,0.664238
3,1,0.616250,-0.367836,-3.929017
3,2,0.616250,-0.705410,-4.943925
3,3,0.616250,-0.350381,-2.794731
3,4,0.616250,-0.229806,-3.177625
3,5,0.629103,0.054679,-2.028495
3,6,0.629103,0.081833,-1.505449
3,7,0.629103,0.035000,-1.639463
3,8,0.629103,0.198005,-1.157951
3,9,0.629103,0.179893,-1.401864
3,10,0.629103,0.175841,-0.900807
3,11,0.629103,0.231595,-0.743746
3,12,0.630317,0.359918,-0.662435
3,13,0.630317,0.403551,-0.416005
3,14,0.630317,0.381109,-0.336595
3,15,0.630317,0.440615,-0.174387
3,16,0.630317,0.490349,-0.027691
3,17,0.630317,0.470421,-0.224777
3,18,0.630317,0.458555,-1.156712
3,19,0.630317,0.528489,0.122850
3,20,0.630317,0.496454,-0.321560
3,21,0.630317,0.526074,0.015995
3,22,0.630317,0.533002,-0.041721
3,23,0.630441,0.557735,0.320856
3,24,0.631634,0.560224,0.213179
3,25,0.631645,0.503717,-0.412777
3,26,0.631645,0.442686,-0.578793
3,27,0.631645,0.527879,-0.199521
3,28,0.631645,0.547693,0.168957
3,29,0.631645,0.537457,0.111661
3,30,0.631645,0.544526,0.100051
3,31,0.631645,0.548077,-0.002422
3,32,0.631645,0.547123,0.079063
3,33,0.631645,0.556018,0.157197
3,34,0.631645,0.571050,0.213584
3,35,0.631645,0.502951,-0.581178
3,36,0.631645,0.530593,-0.095464
3,37,0.631645,0.557681,-0.133046
3,38,0.632306,0.547211,-0.235375
3,39,0.632306,0.442543,-0.540856
3,40,0.632306,0.541814,0.091090
3,41,0.632306,0.528869,-0.084495
3,42,0.632306,0.540857,-0.114647
3,43,0.632306,0.566641,0.215519
3,44,0.632306,0.543623,-0.224984
3,45,0.632306,0.563101,0.043426
3,46,0.632306,0.567260,-0.039622
3,47,0.632306,0.551306,-0.170458
3,48,0.632306,0.566908,0.055179
3,49,0.632306,0.586790,0.300575
3,50,0.632306,0.543788,-0.104851
3,51,0.632306,0.526790,-0.256326
3,52,0.632306,0.563130,0.060052
3,53,0.632306,0.545508,-0.148371
3,54,0.632306,0.560167,-0.172011
3,55,0.632306,0.570747,0.041436
3,56,0.632306,0.580541,0.193509
3,57,0.632306,0.592065,0.307628
3,58,0.632306,0.540406,-0.359496
3,59,0.632306,0.558793,0.121730
3,60,0.632306,0.553427,-0.215849
3,61,0.633637,0.580541,-0.370305
3,62,0.634128,0.505581,-0.056038
3,63,0.634914,0.527685,0.047928
3,64,0.634972,0.515964,-0.136223
3,65,0.634972,0.561387,-0.045271
3,66,0.635735,0.569227,0.118581
3,67,0.635735,0.509696,-0.183893
3,68,0.635735,0.485793,-0.064303
3,69,0.635899,0.555963,0.161305
3,70,0.635899,0.556857,0.110513
3,71,0.635899,0.559259,0.167781
3,72,0.635899,0.580679,0.280107
3,73,0.635899,0.578705,0.161287
3,74,0.635899,0.583810,0.220550
3,75,0.635899,0.572407,-0.180074
3,76,0.635899,0.607691,0.545516
3,77,0.635899,0.565882,0.174621
3,78,0.635899,0.599825,0.341641
3,79,0.635899,0.590301,0.176262
3,80,0.635899,0.596407,0.300079
3,81,0.635899,0.604309,0.284122
3,82,0.635899,0.594726,0.275986
3,83,0.635899,0.600390,0.247903
3,84,0.641302,0.610344,0.393787
3,85,0.641302,0.585965,0.038352
3,86,0.645517,0.607759,0.250796
3,87,0.645517,0.620566,0.569252
3,88,0.648471,0.621035,0.576563
3,89,0.648471,0.624787,0.567615
3,90,0.648471,0.625971,0.589692
3,91,0.648471,0.624991,0.580098
3,92,0.654372,0.631809,0.606728
3,93,0.654372,0.631653,0.564244
3,94,0.661354,0.635293,0.587329
3,95,0.661354,0.633424,0.568945
3,96,0.661354,0.633917,0.556633
3,97,0.661354,0.637694,0.560632
3,98,0.662488,0.643555,0.612072
3,99,0.662488,0.641688,0.551746
3,100,0.662488,0.645433,0.605277
3,101,0.662488,0.646473,0.619215
3,102,0.662686,0.645003,0.593217
3,103,0.662761,0.647604,0.591420
3,104,0.663720,0.651802,0.628464
3,105,0.664595,0.651873,0.604753
3,106,0.664676,0.653916,0.622041
3,107,0.664854,0.655282,0.631001
3,108,0.666073,0.656423,0.628710
3,109,0.666073,0.657632,0.625393
3,110,0.667187,0.659205,0.631148
3,111,0.667187,0.660226,0.635523
3,112,0.668275,0.659232,0.629294
3,113,0.668275,0.659804,0.646372
3,114,0.668300,0.659663,0.639934
3,115,0.669383,0.659145,0.614648
3,116,0.669383,0.660543,0.628358
3,117,0.670542,0.659802,0.622545
3,118,0.670542,0.658512,0.617616
3,119,0.671955,0.661288,0.615593
3,120,0.671955,0.662404,0.634381
3,121,0.671955,0.662738,0.634254
3,122,0.672138,0.664182,0.648274
3,123,0.672138,0.664662,0.651238
3,124,0.672138,0.663204,0.629027
3,125,0.672138,0.662639,0.624991
3,126,0.672620,0.662014,0.629823
3,127,0.672620,0.662976,0.641781
3,128,0.672620,0.662688,0.630676
3,129,0.672685,0.664190,0.631810
3,130,0.672694,0.666069,0.652047
3,131,0.672696,0.665672,0.644758
3,132,0.672988,0.667757,0.642694
3,133,0.672988,0.668980,0.655688
3,134,0.673110,0.669775,0.652495
3,135,0.674287,0.670715,0.662939
3,136,0.674287,0.670321,0.660933
3,137,0.675404,0.669980,0.658908
3,138,0.675404,0.669625,0.656435
3,139,0.675404,0.668052,0.639869
3,140,0.675489,0.669188,0.644235
3,141,0.675534,0.670206,0.657051
3,142,0.675883,0.670822,0.648459
3,143,0.676206,0.670881,0.655630
3,144,0.676206,0.668900,0.623981
3,145,0.676334,0.669463,0.654531
3,146,0.676334,0.670594,0.637845
3,147,0.677411,0.670479,0.647351
3,148,0.679297,0.668145,0.627767
3,149,0.679297,0.667572,0.620865
3,150,0.679297,0.668802,0.635941
3,151,0.679297,0.669524,0.646953
3,152,0.679411,0.667196,0.608401
3,153,0.679581,0.671053,0.647995
3,154,0.679581,0.672102,0.653384
3,155,0.679581,0.669061,0.598188
3,156,0.679581,0.671841,0.647333
3,157,0.680310,0.671721,0.636125
3,158,0.680310,0.674680,0.634911
3,159,0.680365,0.673614,0.628012
3,160,0.680365,0.674230,0.654580
3,161,0.681436,0.675832,0.662083
3,162,0.681996,0.674624,0.655370
3,163,0.682497,0.676730,0.663458
3,164,0.682497,0.676634,0.660778
3,165,0.682868,0.676631,0.649079
3,166,0.682868,0.677744,0.657919
3,167,0.682868,0.676601,0.654522
3,168,0.683464,0.676849,0.650947
3,169,0.684675,0.679374,0.662818
3,170,0.684675,0.677385,0.653175
3,171,0.684675,0.677426,0.652365
3,172,0.684675,0.679525,0.660235
3,173,0.684675,0.678933,0.645741
3,174,0.687321,0.679672,0.664637
3,175,0.687321,0.678578,0.628214
3,176,0.687321,0.679132,0.664286
3,177,0.687321,0.678157,0.634702
3,178,0.687321,0.681384,0.669438
3,179,0.687321,0.682320,0.671185
3,180,0.687321,0.680907,0.665773
3,181,0.687321,0.681339,0.662623
3,182,0.687321,0.682419,0.670366
3,183,0.687321,0.680453,0.660776
3,184,0.687321,0.679219,0.636281
3,185,0.687321,0.681385,0.671014
3,186,0.687321,0.681509,0.664650
3,187,0.687514,0.681984,0.667605
3,188,0.687788,0.680903,0.651775
3,189,0.687788,0.683349,0.670217
3,190,0.688687,0.683171,0.672612
3,191,0.688787,0.683297,0.671468
3,192,0.688787,0.684060,0.668081
3,193,0.689238,0.684432,0.673536
3,194,0.689505,0.684056,0.669579
3,195,0.689582,0.682438,0.661203
3,196,0.690298,0.683801,0.668492
3,197,0.690358,0.683155,0.667378
3,198,0.690358,0.683130,0.649353
3,199,0.690358,0.685278,0.668990
3,200,0.690531,0.685134,0.661357
4,1,0.565343,-0.322604,-1.558030
4,2,0.565343,-0.350965,-2.744849
4,3,0.565343,-0.005508,-1.692099
4,4,0.565343,0.129581,-1.120493
4,5,0.565343,0.250970,-0.318331
4,6,0.565343,0.241612,-0.377821
4,7,0.565343,0.325443,-0.430428
4,8,0.565343,0.322663,-0.534976
4,9,0.565343,0.356235,-0.214115
4,10,0.565343,0.414026,0.007190
4,11,0.565343,0.438182,0.108898
4,12,0.581249,0.450109,0.094214
4,13,0.581249,0.478461,0.288073
4,14,0.581249,0.489141,0.332007
4,15,0.581249,0.497353,0.226590
4,16,0.581249,0.526455,0.415239
4,17,0.581249,0.524881,0.426617
4,18,0.581249,0.525009,0.394606
4,19,0.581249,0.536231,0.457098
4,20,0.581249,0.539117,0.445307
4,21,0.591999,0.545184,0.462907
4,22,0.591999,0.547816,0.447210
4,23,0.591999,0.546785,0.472171
4,24,0.605719,0.548004,0.472752
4,25,0.605719,0.555863,0.455412
4,26,0.608133,0.563012,0.517723
4,27,0.608133,0.566487,0.515908
4,28,0.608151,0.573536,0.522140
4,29,0.608151,0.572003,0.505369
4,30,0.610427,0.575528,0.390399
4,31,0.610427,0.579791,0.526660
4,32,0.610427,0.584765,0.527964
4,33,0.613201,0.588274,0.540490
4,34,0.613201,0.593005,0.536596
4,35,0.613201,0.595746,0.556357
4,36,0.613201,0.593822,0.526808
4,37,0.613251,0.596832,0.548938
4,38,0.615285,0.602761,0.575654
4,39,0.627002,0.605007,0.561040
4,40,0.630051,0.605551,0.546189
4,41,0.630051,0.605201,0.560425
4,42,0.630051,0.603017,0.563832
4,43,0.630051,0.605805,0.559608
4,44,0.630051,0.610884,0.554811
4,45,0.630051,0.611350,0.577075
4,46,0.631993,0.611835,0.556709
4,47,0.632813,0.613626,0.582577
4,48,0.632813,0.614779,0.580384
4,49,0.632813,0.610847,0.548112
4,50,0.638444,0.612576,0.525101
4,51,0.638444,0.617758,0.578796
4,52,0.638444,0.620634,0.584500
4,53,0.644929,0.621655,0.581199
4,54,0.644929,0.625591,0.582007
4,55,0.644929,0.628076,0.592536
4,56,0.652326,0.630384,0.592119
4,57,0.652326,0.631230,0.586246
4,58,0.652326,0.634124,0.602766
4,59,0.653909,0.635833,0.612271
4,60,0.654154,0.636134,0.602159
4,61,0.657045,0.638712,0.580249
4,62,0.657045,0.639543,0.619270
4,63,0.660031,0.640255,0.615049
4,64,0.660292,0.638662,0.603074
4,65,0.660292,0.640955,0.589260
4,66,0.662192,0.644732,0.595579
4,67,0.662373,0.648264,0.609709
4,68,0.662918,0.649099,0.609292
4,69,0.663181,0.648932,0.613235
4,70,0.663473,0.648551,0.589932
4,71,0.666657,0.651951,0.616844
4,72,0.666657,0.656255,0.634508
4,73,0.666657,0.656129,0.638369
4,74,0.667620,0.655858,0.598765
4,75,0.667620,0.656100,0.632792
4,76,0.669089,0.655530,0.607480
4,77,0.669089,0.656495,0.608543
4,78,0.669089,0.660701,0.641094
4,79,0.669570,0.661619,0.634859
4,80,0.669570,0.663523,0.628914
4,81,0.673201,0.664230,0.651634
4,82,0.673846,0.663929,0.635996
4,83,0.677025,0.664579,0.645973
4,84,0.677025,0.661539,0.614200
4,85,0.677085,0.664319,0.642333
4,86,0.677356,0.663805,0.641302
4,87,0.677356,0.663041,0.641867
4,88,0.677356,0.665087,0.644409
4,89,0.677356,0.660879,0.635325
4,90,0.677356,0.660655,0.624370
4,91,0.677356,0.661983,0.633845
4,92,0.677954,0.665352,0.634548
4,93,0.677954,0.666364,0.646453
4,94,0.677954,0.664612,0.632434
4,95,0.677954,0.666647,0.640519
4,96,0.677954,0.664305,0.623156
4,97,0.677954,0.666951,0.639220
4,98,0.677954,0.668839,0.643434
4,99,0.677977,0.670180,0.648653
4,100,0.678467,0.669416,0.642336
4,101,0.678467,0.671068,0.652360
4,102,0.678467,0.672151,0.652040
4,103,0.678467,0.673947,0.663645
4,104,0.678467,0.673639,0.659136
4,105,0.678572,0.672487,0.645370
4,106,0.679640,0.674314,0.653404
4,107,0.679640,0.674788,0.662148
4,108,0.679640,0.676082,0.669557
4,109,0.680863,0.675652,0.656501
4,110,0.680863,0.675228,0.658502
4,111,0.680863,0.674154,0.641379
4,112,0.680863,0.675590,0.652591
4,113,0.680884,0.676534,0.662260
4,114,0.680884,0.676183,0.661807
4,115,0.680884,0.676316,0.664199
4,116,0.680884,0.677593,0.669869
4,117,0.681434,0.678383,0.664415
4,118,0.681434,0.678255,0.670399
4,119,0.681434,0.677432,0.656973
4,120,0.681822,0.678631,0.669108
4,121,0.681897,0.677500,0.642091
4,122,0.681897,0.678867,0.664116
4,123,0.682166,0.678597,0.663445
