ejecucion,generacion,mejor,promedio,peor
2,91,-0.001877,-0.037845,-0.206341
2,92,-0.001877,-0.035244,-0.135409
2,93,-0.001824,-0.038992,-0.227066
2,94,-0.001824,-0.030081,-0.166494
2,95,-0.001824,-0.037328,-0.275275
2,96,-0.001824,-0.028785,-0.127924
2,97,-0.001824,-0.026009,-0.112669
2,98,-0.001814,-0.024864,-0.133432
2,99,-0.001814,-0.022537,-0.107321
2,100,-0.001814,-0.023012,-0.124715
2,101,-0.001814,-0.029929,-0.204772
2,102,-0.001814,-0.031281,-0.215207
2,103,-0.001814,-0.036376,-0.123806
2,104,-0.001814,-0.028411,-0.131438
2,105,-0.001814,-0.040120,-0.147821
2,106,-0.001814,-0.043321,-0.177992
2,107,-0.001814,-0.054558,-0.307667
2,108,-0.001814,-0.043402,-0.286720
2,109,-0.001814,-0.029783,-0.130831
2,110,-0.001814,-0.028272,-0.130335
2,111,-0.001814,-0.027943,-0.217485
2,112,-0.001812,-0.021948,-0.106569
2,113,-0.001809,-0.027932,-0.130620
2,114,-0.001808,-0.025975,-0.122113
2,115,-0.001801,-0.021929,-0.105924
2,116,-0.001801,-0.023349,-0.124586
2,117,-0.001801,-0.031830,-0.197333
2,118,-0.001801,-0.018936,-0.117482
2,119,-0.001801,-0.026700,-0.144313
2,120,-0.001801,-0.023986,-0.158671
2,121,-0.001798,-0.021297,-0.108596
2,122,-0.001798,-0.034573,-0.205822
2,123,-0.001790,-0.035315,-0.175394
2,124,-0.001790,-0.041479,-0.201696
2,125,-0.001787,-0.023295,-0.152769
2,126,-0.001787,-0.022662,-0.118804
2,127,-0.001787,-0.020365,-0.070187
2,128,-0.001764,-0.027562,-0.216118
2,129,-0.001764,-0.020242,-0.174142
2,130,-0.001764,-0.026881,-0.130666
2,131,-0.001707,-0.036384,-0.181869
2,132,-0.001702,-0.022852,-0.132881
